Order_ID,Order_Date,Order_Line_ID,Product_ID,Order_Quantity,Customer_ID,Store_ID
OR#101274,2/19/2021,1,PRD#_10356,3,C_1041,ST_234
OR#101274,2/19/2021,2,PRD#_10706,4,C_1041,ST_234
OR#101274,2/19/2021,3,PRD#_10656,4,C_1041,ST_234
OR#101274,2/19/2021,4,PRD#_10183,1,C_1041,ST_234
OR#101274,2/19/2021,5,PRD#_10171,2,C_1041,ST_234
OR#101275,2/16/2021,1,PRD#_10238,4,C_1053,ST_112
OR#101275,2/16/2021,2,PRD#_10254,3,C_1053,ST_112
OR#101275,2/16/2021,3,PRD#_10331,1,C_1053,ST_112
OR#101275,2/16/2021,4,PRD#_10598,4,C_1053,ST_112
OR#101276,2/5/2021,1,PRD#_10271,2,C_1044,ST_678
OR#101276,2/5/2021,2,PRD#_10432,1,C_1044,ST_678
OR#101276,2/5/2021,3,PRD#_10644,4,C_1044,ST_678
OR#101276,2/5/2021,4,PRD#_10203,5,C_1044,ST_678
OR#101277,2/18/2021,1,PRD#_10835,1,C_1110,ST_901
OR#101278,2/6/2021,1,PRD#_10366,4,C_1111,ST_901
OR#101278,2/6/2021,2,PRD#_10255,3,C_1111,ST_901
OR#101278,2/6/2021,3,PRD#_10075,2,C_1111,ST_901
OR#101278,2/6/2021,4,PRD#_10084,4,C_1111,ST_901
OR#101279,2/17/2021,1,PRD#_10072,5,C_1107,ST_123
OR#101279,2/17/2021,2,PRD#_10122,4,C_1107,ST_123
OR#101280,2/28/2021,1,PRD#_10116,2,C_1051,ST_123
OR#101281,2/27/2021,1,PRD#_10127,4,C_1108,ST_901
OR#101281,2/27/2021,2,PRD#_10363,2,C_1108,ST_901
OR#101281,2/27/2021,3,PRD#_10579,5,C_1108,ST_901
OR#101281,2/27/2021,4,PRD#_10405,3,C_1108,ST_901
OR#101281,2/27/2021,5,PRD#_10818,4,C_1108,ST_901
OR#101282,2/26/2021,1,PRD#_10007,2,C_1056,ST_678
OR#101282,2/26/2021,2,PRD#_10746,1,C_1056,ST_678
OR#101283,2/7/2021,1,PRD#_10787,2,C_1101,ST_901
OR#101283,2/7/2021,2,PRD#_10777,1,C_1101,ST_901
OR#101283,2/7/2021,3,PRD#_10065,5,C_1101,ST_901
OR#101284,2/22/2021,1,PRD#_10001,5,C_1081,ST_789
OR#101284,2/22/2021,2,PRD#_10091,4,C_1081,ST_789
OR#101284,2/22/2021,3,PRD#_10213,1,C_1081,ST_789
OR#101284,2/22/2021,4,PRD#_10760,5,C_1081,ST_789
OR#101285,2/9/2021,1,PRD#_10489,1,C_1123,ST_456
OR#101286,2/5/2021,1,PRD#_10121,3,C_1007,ST_789
OR#101286,2/5/2021,2,PRD#_10580,3,C_1007,ST_789
OR#101286,2/5/2021,3,PRD#_10678,3,C_1007,ST_789
OR#101286,2/5/2021,4,PRD#_10784,3,C_1007,ST_789
OR#101286,2/5/2021,5,PRD#_10831,3,C_1007,ST_789
OR#101287,2/18/2021,1,PRD#_10060,1,C_1123,ST_901
OR#101288,2/15/2021,1,PRD#_10353,5,C_1095,ST_234
OR#101288,2/15/2021,2,PRD#_10674,5,C_1095,ST_234
OR#101288,2/15/2021,3,PRD#_10254,3,C_1095,ST_234
OR#101288,2/15/2021,4,PRD#_10769,5,C_1095,ST_234
OR#101288,2/15/2021,5,PRD#_10067,5,C_1095,ST_234
OR#101289,2/13/2021,1,PRD#_10782,5,C_1118,ST_567
OR#101290,2/2/2021,1,PRD#_10579,1,C_1009,ST_234
OR#101290,2/2/2021,2,PRD#_10800,1,C_1009,ST_234
OR#101291,2/9/2021,1,PRD#_10422,4,C_1064,ST_789
OR#101291,2/9/2021,2,PRD#_10603,4,C_1064,ST_789
OR#101291,2/9/2021,3,PRD#_10061,2,C_1064,ST_789
OR#101291,2/9/2021,4,PRD#_10306,3,C_1064,ST_789
OR#101291,2/9/2021,5,PRD#_10093,5,C_1064,ST_789
OR#101292,2/7/2021,1,PRD#_10659,2,C_1017,ST_345
OR#101292,2/7/2021,2,PRD#_10498,5,C_1017,ST_345
OR#101293,2/21/2021,1,PRD#_10013,1,C_1113,ST_567
OR#101293,2/21/2021,2,PRD#_10280,4,C_1113,ST_567
OR#101293,2/21/2021,3,PRD#_10769,2,C_1113,ST_567
OR#101293,2/21/2021,4,PRD#_10259,1,C_1113,ST_567
OR#101293,2/21/2021,5,PRD#_10545,3,C_1113,ST_567
OR#101294,2/17/2021,1,PRD#_10075,2,C_1083,ST_345
OR#101295,2/11/2021,1,PRD#_10151,3,C_1028,ST_456
OR#101295,2/11/2021,2,PRD#_10767,1,C_1028,ST_456
OR#101295,2/11/2021,3,PRD#_10106,2,C_1028,ST_456
OR#101295,2/11/2021,4,PRD#_10443,3,C_1028,ST_456
OR#101296,2/15/2021,1,PRD#_10757,1,C_1089,ST_112
OR#101296,2/15/2021,2,PRD#_10109,2,C_1089,ST_112
OR#101296,2/15/2021,3,PRD#_10332,4,C_1089,ST_112
OR#101296,2/15/2021,4,PRD#_10278,4,C_1089,ST_112
OR#101296,2/15/2021,5,PRD#_10511,4,C_1089,ST_112
OR#101297,2/9/2021,1,PRD#_10119,4,C_1027,ST_345
OR#101297,2/9/2021,2,PRD#_10468,3,C_1027,ST_345
OR#101297,2/9/2021,3,PRD#_10331,3,C_1027,ST_345
OR#101298,2/3/2021,1,PRD#_10760,1,C_1053,ST_234
OR#101298,2/3/2021,2,PRD#_10311,1,C_1053,ST_234
OR#101299,2/11/2021,1,PRD#_10357,4,C_1131,ST_456
OR#101300,2/2/2021,1,PRD#_10318,4,C_1087,ST_112
OR#101300,2/2/2021,2,PRD#_10027,3,C_1087,ST_112
OR#101300,2/2/2021,3,PRD#_10449,3,C_1087,ST_112
OR#101300,2/2/2021,4,PRD#_10208,3,C_1087,ST_112
OR#101300,2/2/2021,5,PRD#_10232,1,C_1087,ST_112
OR#101301,2/6/2021,1,PRD#_10837,3,C_1018,ST_901
OR#101301,2/6/2021,2,PRD#_10288,1,C_1018,ST_901
OR#101301,2/6/2021,3,PRD#_10222,3,C_1018,ST_901
OR#101302,2/23/2021,1,PRD#_10042,4,C_1011,ST_789
OR#101302,2/23/2021,2,PRD#_10628,2,C_1011,ST_789
OR#101303,2/20/2021,1,PRD#_10032,1,C_1130,ST_123
OR#101304,2/6/2021,1,PRD#_10172,5,C_1008,ST_345
OR#101304,2/6/2021,2,PRD#_10570,1,C_1008,ST_345
OR#101304,2/6/2021,3,PRD#_10488,2,C_1008,ST_345
OR#101304,2/6/2021,4,PRD#_10463,5,C_1008,ST_345
OR#101305,2/25/2021,1,PRD#_10423,4,C_1121,ST_456
OR#101305,2/25/2021,2,PRD#_10141,5,C_1121,ST_456
OR#101305,2/25/2021,3,PRD#_10247,2,C_1121,ST_456
OR#101306,2/18/2021,1,PRD#_10760,5,C_1050,ST_789
OR#101306,2/18/2021,2,PRD#_10630,5,C_1050,ST_789
OR#101306,2/18/2021,3,PRD#_10834,1,C_1050,ST_789
OR#101306,2/18/2021,4,PRD#_10480,1,C_1050,ST_789
OR#101306,2/18/2021,5,PRD#_10084,1,C_1050,ST_789
OR#101307,2/8/2021,1,PRD#_10097,1,C_1068,ST_789
OR#101308,2/15/2021,1,PRD#_10325,1,C_1077,ST_456
OR#101309,2/1/2021,1,PRD#_10121,2,C_1105,ST_567
OR#101309,2/1/2021,2,PRD#_10368,4,C_1105,ST_567
OR#101310,2/4/2021,1,PRD#_10690,2,C_1119,ST_123
OR#101310,2/4/2021,2,PRD#_10163,4,C_1119,ST_123
OR#101311,2/20/2021,1,PRD#_10299,5,C_1062,ST_678
OR#101312,2/9/2021,1,PRD#_10435,4,C_1135,ST_234
OR#101312,2/9/2021,2,PRD#_10448,5,C_1135,ST_234
OR#101312,2/9/2021,3,PRD#_10033,1,C_1135,ST_234
OR#101312,2/9/2021,4,PRD#_10434,2,C_1135,ST_234
OR#101312,2/9/2021,5,PRD#_10036,5,C_1135,ST_234
OR#101313,2/18/2021,1,PRD#_10006,5,C_1131,ST_678
OR#101313,2/18/2021,2,PRD#_10758,5,C_1131,ST_678
OR#101313,2/18/2021,3,PRD#_10703,5,C_1131,ST_678
OR#101313,2/18/2021,4,PRD#_10104,5,C_1131,ST_678
OR#101314,2/5/2021,1,PRD#_10713,5,C_1060,ST_678
OR#101314,2/5/2021,2,PRD#_10295,3,C_1060,ST_678
OR#101315,2/10/2021,1,PRD#_10564,1,C_1114,ST_901
OR#101315,2/10/2021,2,PRD#_10178,3,C_1114,ST_901
OR#101315,2/10/2021,3,PRD#_10680,2,C_1114,ST_901
OR#101315,2/10/2021,4,PRD#_10234,1,C_1114,ST_901
OR#101316,2/6/2021,1,PRD#_10487,4,C_1072,ST_901
OR#101316,2/6/2021,2,PRD#_10390,3,C_1072,ST_901
OR#101317,2/23/2021,1,PRD#_10586,2,C_1066,ST_890
OR#101317,2/23/2021,2,PRD#_10322,2,C_1066,ST_890
OR#101317,2/23/2021,3,PRD#_10650,1,C_1066,ST_890
OR#101317,2/23/2021,4,PRD#_10343,1,C_1066,ST_890
OR#101318,2/23/2021,1,PRD#_10474,5,C_1138,ST_890
OR#101319,2/25/2021,1,PRD#_10103,4,C_1029,ST_456
OR#101319,2/25/2021,2,PRD#_10280,5,C_1029,ST_456
OR#101319,2/25/2021,3,PRD#_10102,1,C_1029,ST_456
OR#101319,2/25/2021,4,PRD#_10368,1,C_1029,ST_456
OR#101320,2/6/2021,1,PRD#_10369,2,C_1082,ST_234
OR#101320,2/6/2021,2,PRD#_10642,2,C_1082,ST_234
OR#101320,2/6/2021,3,PRD#_10059,3,C_1082,ST_234
OR#101320,2/6/2021,4,PRD#_10215,1,C_1082,ST_234
OR#101320,2/6/2021,5,PRD#_10681,4,C_1082,ST_234
OR#101321,2/20/2021,1,PRD#_10544,3,C_1101,ST_901
OR#101321,2/20/2021,2,PRD#_10292,5,C_1101,ST_901
OR#101322,2/8/2021,1,PRD#_10633,4,C_1112,ST_112
OR#101322,2/8/2021,2,PRD#_10748,3,C_1112,ST_112
OR#101323,2/17/2021,1,PRD#_10198,5,C_1130,ST_567
OR#101323,2/17/2021,2,PRD#_10378,5,C_1130,ST_567
OR#101323,2/17/2021,3,PRD#_10607,1,C_1130,ST_567
OR#101323,2/17/2021,4,PRD#_10502,4,C_1130,ST_567
OR#101324,2/4/2021,1,PRD#_10833,1,C_1064,ST_123
OR#101324,2/4/2021,2,PRD#_10019,3,C_1064,ST_123
OR#101324,2/4/2021,3,PRD#_10095,5,C_1064,ST_123
OR#101324,2/4/2021,4,PRD#_10727,5,C_1064,ST_123
OR#101324,2/4/2021,5,PRD#_10759,5,C_1064,ST_123
OR#101325,2/1/2021,1,PRD#_10809,3,C_1138,ST_890
OR#101325,2/1/2021,2,PRD#_10048,3,C_1138,ST_890
OR#101325,2/1/2021,3,PRD#_10401,5,C_1138,ST_890
OR#101325,2/1/2021,4,PRD#_10808,4,C_1138,ST_890
OR#101325,2/1/2021,5,PRD#_10848,3,C_1138,ST_890
OR#101326,2/27/2021,1,PRD#_10030,4,C_1135,ST_678
OR#101326,2/27/2021,2,PRD#_10128,4,C_1135,ST_678
OR#101327,2/4/2021,1,PRD#_10480,3,C_1031,ST_112
OR#101327,2/4/2021,2,PRD#_10176,5,C_1031,ST_112
OR#101327,2/4/2021,3,PRD#_10021,5,C_1031,ST_112
OR#101327,2/4/2021,4,PRD#_10543,1,C_1031,ST_112
OR#101327,2/4/2021,5,PRD#_10384,5,C_1031,ST_112
OR#101328,2/21/2021,1,PRD#_10308,3,C_1069,ST_678
OR#101328,2/21/2021,2,PRD#_10361,3,C_1069,ST_678
OR#101328,2/21/2021,3,PRD#_10382,3,C_1069,ST_678
OR#101329,2/14/2021,1,PRD#_10219,2,C_1120,ST_123
OR#101330,2/26/2021,1,PRD#_10511,2,C_1007,ST_234
OR#101330,2/26/2021,2,PRD#_10095,2,C_1007,ST_234
OR#101330,2/26/2021,3,PRD#_10565,3,C_1007,ST_234
OR#101331,2/23/2021,1,PRD#_10185,3,C_1081,ST_901
OR#101331,2/23/2021,2,PRD#_10299,3,C_1081,ST_901
OR#101331,2/23/2021,3,PRD#_10243,3,C_1081,ST_901
OR#101332,2/25/2021,1,PRD#_10641,5,C_1115,ST_345
OR#101332,2/25/2021,2,PRD#_10782,2,C_1115,ST_345
OR#101332,2/25/2021,3,PRD#_10239,3,C_1115,ST_345
OR#101333,2/7/2021,1,PRD#_10694,3,C_1089,ST_234
OR#101333,2/7/2021,2,PRD#_10531,2,C_1089,ST_234
OR#101334,2/3/2021,1,PRD#_10507,2,C_1003,ST_901
OR#101334,2/3/2021,2,PRD#_10618,4,C_1003,ST_901
OR#101334,2/3/2021,3,PRD#_10041,3,C_1003,ST_901
OR#101334,2/3/2021,4,PRD#_10456,2,C_1003,ST_901
OR#101334,2/3/2021,5,PRD#_10057,1,C_1003,ST_901
OR#101335,2/28/2021,1,PRD#_10558,2,C_1037,ST_112
OR#101335,2/28/2021,2,PRD#_10343,1,C_1037,ST_112
OR#101336,2/25/2021,1,PRD#_10663,5,C_1009,ST_345
OR#101337,2/22/2021,1,PRD#_10685,5,C_1118,ST_234
OR#101338,2/22/2021,1,PRD#_10803,4,C_1030,ST_789
OR#101339,2/16/2021,1,PRD#_10200,4,C_1110,ST_345
OR#101339,2/16/2021,2,PRD#_10658,1,C_1110,ST_345
OR#101339,2/16/2021,3,PRD#_10164,3,C_1110,ST_345
OR#101339,2/16/2021,4,PRD#_10112,1,C_1110,ST_345
OR#101340,2/15/2021,1,PRD#_10613,2,C_1122,ST_567
OR#101340,2/15/2021,2,PRD#_10423,3,C_1122,ST_567
OR#101340,2/15/2021,3,PRD#_10048,2,C_1122,ST_567
OR#101341,2/2/2021,1,PRD#_10237,1,C_1036,ST_567
OR#101341,2/2/2021,2,PRD#_10592,1,C_1036,ST_567
OR#101342,2/12/2021,1,PRD#_10807,1,C_1055,ST_678
OR#101342,2/12/2021,2,PRD#_10500,5,C_1055,ST_678
OR#101343,2/12/2021,1,PRD#_10827,5,C_1009,ST_890
OR#101343,2/12/2021,2,PRD#_10668,4,C_1009,ST_890
OR#101343,2/12/2021,3,PRD#_10170,3,C_1009,ST_890
OR#101343,2/12/2021,4,PRD#_10187,4,C_1009,ST_890
OR#101343,2/12/2021,5,PRD#_10312,1,C_1009,ST_890
OR#101344,2/26/2021,1,PRD#_10220,2,C_1039,ST_456
OR#101344,2/26/2021,2,PRD#_10775,5,C_1039,ST_456
OR#101344,2/26/2021,3,PRD#_10041,1,C_1039,ST_456
OR#101344,2/26/2021,4,PRD#_10121,4,C_1039,ST_456
OR#101344,2/26/2021,5,PRD#_10788,1,C_1039,ST_456
OR#101345,2/5/2021,1,PRD#_10555,4,C_1034,ST_112
OR#101345,2/5/2021,2,PRD#_10392,1,C_1034,ST_112
OR#101345,2/5/2021,3,PRD#_10442,5,C_1034,ST_112
OR#101345,2/5/2021,4,PRD#_10729,4,C_1034,ST_112
OR#101345,2/5/2021,5,PRD#_10481,2,C_1034,ST_112
OR#101346,2/8/2021,1,PRD#_10122,3,C_1088,ST_789
OR#101346,2/8/2021,2,PRD#_10457,5,C_1088,ST_789
OR#101346,2/8/2021,3,PRD#_10215,1,C_1088,ST_789
OR#101346,2/8/2021,4,PRD#_10383,4,C_1088,ST_789
OR#101346,2/8/2021,5,PRD#_10778,1,C_1088,ST_789
OR#101347,2/11/2021,1,PRD#_10128,2,C_1092,ST_789
OR#101347,2/11/2021,2,PRD#_10036,3,C_1092,ST_789
OR#101347,2/11/2021,3,PRD#_10033,1,C_1092,ST_789
OR#101347,2/11/2021,4,PRD#_10604,4,C_1092,ST_789
OR#101348,2/13/2021,1,PRD#_10601,4,C_1034,ST_890
OR#101348,2/13/2021,2,PRD#_10843,1,C_1034,ST_890
OR#101349,2/6/2021,1,PRD#_10525,5,C_1137,ST_123
OR#101349,2/6/2021,2,PRD#_10583,1,C_1137,ST_123
OR#101349,2/6/2021,3,PRD#_10179,2,C_1137,ST_123
OR#101349,2/6/2021,4,PRD#_10787,2,C_1137,ST_123
OR#101350,2/21/2021,1,PRD#_10671,4,C_1066,ST_890
OR#101350,2/21/2021,2,PRD#_10528,5,C_1066,ST_890
OR#101351,2/4/2021,1,PRD#_10157,1,C_1112,ST_678
OR#101351,2/4/2021,2,PRD#_10221,5,C_1112,ST_678
OR#101351,2/4/2021,3,PRD#_10416,5,C_1112,ST_678
OR#101351,2/4/2021,4,PRD#_10109,1,C_1112,ST_678
OR#101352,2/11/2021,1,PRD#_10405,2,C_1121,ST_456
OR#101352,2/11/2021,2,PRD#_10134,2,C_1121,ST_456
OR#101352,2/11/2021,3,PRD#_10295,5,C_1121,ST_456
OR#101353,2/21/2021,1,PRD#_10242,4,C_1054,ST_789
OR#101353,2/21/2021,2,PRD#_10282,1,C_1054,ST_789
OR#101354,2/13/2021,1,PRD#_10206,4,C_1074,ST_789
OR#101354,2/13/2021,2,PRD#_10120,1,C_1074,ST_789
OR#101354,2/13/2021,3,PRD#_10648,4,C_1074,ST_789
OR#101355,2/15/2021,1,PRD#_10250,2,C_1046,ST_789
OR#101356,2/14/2021,1,PRD#_10295,1,C_1038,ST_890
OR#101356,2/14/2021,2,PRD#_10446,5,C_1038,ST_890
OR#101356,2/14/2021,3,PRD#_10235,3,C_1038,ST_890
OR#101357,2/28/2021,1,PRD#_10486,2,C_1040,ST_678
OR#101358,2/1/2021,1,PRD#_10343,1,C_1108,ST_567
OR#101358,2/1/2021,2,PRD#_10629,4,C_1108,ST_567
OR#101359,2/1/2021,1,PRD#_10779,2,C_1050,ST_678
OR#101359,2/1/2021,2,PRD#_10343,5,C_1050,ST_678
OR#101360,2/28/2021,1,PRD#_10089,3,C_1123,ST_345
OR#101360,2/28/2021,2,PRD#_10571,2,C_1123,ST_345
OR#101360,2/28/2021,3,PRD#_10828,1,C_1123,ST_345
OR#101360,2/28/2021,4,PRD#_10833,1,C_1123,ST_345
OR#101361,2/16/2021,1,PRD#_10761,1,C_1071,ST_901
OR#101361,2/16/2021,2,PRD#_10066,1,C_1071,ST_901
OR#101361,2/16/2021,3,PRD#_10466,1,C_1071,ST_901
OR#101361,2/16/2021,4,PRD#_10723,1,C_1071,ST_901
OR#101362,2/17/2021,1,PRD#_10099,5,C_1027,ST_456
OR#101362,2/17/2021,2,PRD#_10266,1,C_1027,ST_456
OR#101362,2/17/2021,3,PRD#_10241,3,C_1027,ST_456
OR#101363,2/17/2021,1,PRD#_10741,3,C_1034,ST_789
OR#101363,2/17/2021,2,PRD#_10270,5,C_1034,ST_789
OR#101363,2/17/2021,3,PRD#_10066,4,C_1034,ST_789
OR#101363,2/17/2021,4,PRD#_10204,1,C_1034,ST_789
OR#101363,2/17/2021,5,PRD#_10515,3,C_1034,ST_789
OR#101364,2/13/2021,1,PRD#_10798,4,C_1081,ST_345
OR#101365,2/22/2021,1,PRD#_10465,3,C_1079,ST_123
OR#101365,2/22/2021,2,PRD#_10425,3,C_1079,ST_123
OR#101365,2/22/2021,3,PRD#_10454,5,C_1079,ST_123
OR#101365,2/22/2021,4,PRD#_10211,1,C_1079,ST_123
OR#101366,2/20/2021,1,PRD#_10426,4,C_1042,ST_789
OR#101367,2/15/2021,1,PRD#_10422,5,C_1025,ST_901
OR#101367,2/15/2021,2,PRD#_10086,3,C_1025,ST_901
OR#101368,2/23/2021,1,PRD#_10573,4,C_1129,ST_567
OR#101368,2/23/2021,2,PRD#_10395,4,C_1129,ST_567
OR#101368,2/23/2021,3,PRD#_10394,4,C_1129,ST_567
OR#101369,2/2/2021,1,PRD#_10293,1,C_1100,ST_901
OR#101369,2/2/2021,2,PRD#_10457,4,C_1100,ST_901
OR#101369,2/2/2021,3,PRD#_10050,5,C_1100,ST_901
OR#101369,2/2/2021,4,PRD#_10422,2,C_1100,ST_901
OR#101370,2/4/2021,1,PRD#_10589,4,C_1050,ST_901
OR#101370,2/4/2021,2,PRD#_10517,2,C_1050,ST_901
OR#101370,2/4/2021,3,PRD#_10708,4,C_1050,ST_901
OR#101370,2/4/2021,4,PRD#_10015,3,C_1050,ST_901
OR#101371,2/9/2021,1,PRD#_10524,1,C_1012,ST_678
OR#101371,2/9/2021,2,PRD#_10519,3,C_1012,ST_678
OR#101372,2/14/2021,1,PRD#_10571,5,C_1114,ST_234
OR#101372,2/14/2021,2,PRD#_10223,3,C_1114,ST_234
OR#101373,2/2/2021,1,PRD#_10516,1,C_1079,ST_789
OR#101373,2/2/2021,2,PRD#_10448,2,C_1079,ST_789
OR#101374,2/25/2021,1,PRD#_10272,3,C_1084,ST_901
OR#101374,2/25/2021,2,PRD#_10386,5,C_1084,ST_901
OR#101374,2/25/2021,3,PRD#_10511,5,C_1084,ST_901
OR#101375,2/14/2021,1,PRD#_10526,2,C_1099,ST_678
OR#101375,2/14/2021,2,PRD#_10462,5,C_1099,ST_678
OR#101376,2/27/2021,1,PRD#_10026,2,C_1037,ST_234
OR#101377,2/24/2021,1,PRD#_10150,5,C_1103,ST_456
OR#101377,2/24/2021,2,PRD#_10742,4,C_1103,ST_456
OR#101377,2/24/2021,3,PRD#_10817,1,C_1103,ST_456
OR#101377,2/24/2021,4,PRD#_10419,3,C_1103,ST_456
OR#101377,2/24/2021,5,PRD#_10386,1,C_1103,ST_456
OR#101378,2/1/2021,1,PRD#_10168,2,C_1085,ST_789
OR#101378,2/1/2021,2,PRD#_10312,4,C_1085,ST_789
OR#101378,2/1/2021,3,PRD#_10480,5,C_1085,ST_789
OR#101378,2/1/2021,4,PRD#_10251,5,C_1085,ST_789
OR#101379,2/19/2021,1,PRD#_10359,2,C_1053,ST_678
OR#101379,2/19/2021,2,PRD#_10018,5,C_1053,ST_678
OR#101379,2/19/2021,3,PRD#_10766,1,C_1053,ST_678
OR#101380,2/11/2021,1,PRD#_10339,2,C_1004,ST_901
OR#101380,2/11/2021,2,PRD#_10581,3,C_1004,ST_901
OR#101381,2/18/2021,1,PRD#_10512,5,C_1095,ST_789
OR#101382,2/8/2021,1,PRD#_10719,5,C_1012,ST_890
OR#101382,2/8/2021,2,PRD#_10217,5,C_1012,ST_890
OR#101382,2/8/2021,3,PRD#_10765,2,C_1012,ST_890
OR#101383,2/2/2021,1,PRD#_10317,4,C_1144,ST_567
OR#101384,2/15/2021,1,PRD#_10762,4,C_1104,ST_567
OR#101385,2/23/2021,1,PRD#_10253,2,C_1130,ST_345
OR#101385,2/23/2021,2,PRD#_10498,5,C_1130,ST_345
OR#101386,2/5/2021,1,PRD#_10286,2,C_1042,ST_678
OR#101387,2/11/2021,1,PRD#_10760,4,C_1036,ST_678
OR#101387,2/11/2021,2,PRD#_10134,3,C_1036,ST_678
OR#101387,2/11/2021,3,PRD#_10029,2,C_1036,ST_678
OR#101387,2/11/2021,4,PRD#_10503,2,C_1036,ST_678
OR#101388,2/24/2021,1,PRD#_10449,1,C_1140,ST_567
OR#101388,2/24/2021,2,PRD#_10632,5,C_1140,ST_567
OR#101388,2/24/2021,3,PRD#_10407,1,C_1140,ST_567
OR#101388,2/24/2021,4,PRD#_10295,2,C_1140,ST_567
OR#101388,2/24/2021,5,PRD#_10055,2,C_1140,ST_567
OR#101389,2/3/2021,1,PRD#_10776,5,C_1028,ST_123
OR#101389,2/3/2021,2,PRD#_10703,4,C_1028,ST_123
OR#101389,2/3/2021,3,PRD#_10334,2,C_1028,ST_123
OR#101390,2/16/2021,1,PRD#_10434,1,C_1015,ST_112
OR#101390,2/16/2021,2,PRD#_10060,4,C_1015,ST_112
OR#101390,2/16/2021,3,PRD#_10047,2,C_1015,ST_112
OR#101390,2/16/2021,4,PRD#_10237,4,C_1015,ST_112
OR#101390,2/16/2021,5,PRD#_10244,2,C_1015,ST_112
OR#101391,2/15/2021,1,PRD#_10816,4,C_1032,ST_345
OR#101391,2/15/2021,2,PRD#_10347,2,C_1032,ST_345
OR#101391,2/15/2021,3,PRD#_10409,1,C_1032,ST_345
OR#101391,2/15/2021,4,PRD#_10383,2,C_1032,ST_345
OR#101392,2/8/2021,1,PRD#_10792,5,C_1062,ST_901
OR#101393,2/7/2021,1,PRD#_10517,4,C_1036,ST_678
OR#101393,2/7/2021,2,PRD#_10804,3,C_1036,ST_678
OR#101393,2/7/2021,3,PRD#_10682,2,C_1036,ST_678
OR#101394,2/28/2021,1,PRD#_10690,2,C_1138,ST_112
OR#101394,2/28/2021,2,PRD#_10160,1,C_1138,ST_112
OR#101394,2/28/2021,3,PRD#_10208,5,C_1138,ST_112
OR#101394,2/28/2021,4,PRD#_10632,5,C_1138,ST_112
OR#101395,2/12/2021,1,PRD#_10366,5,C_1054,ST_789
OR#101395,2/12/2021,2,PRD#_10071,5,C_1054,ST_789
OR#101396,2/11/2021,1,PRD#_10293,3,C_1135,ST_345
OR#101396,2/11/2021,2,PRD#_10075,1,C_1135,ST_345
OR#101397,2/4/2021,1,PRD#_10170,5,C_1065,ST_901
OR#101397,2/4/2021,2,PRD#_10291,1,C_1065,ST_901
OR#101397,2/4/2021,3,PRD#_10100,5,C_1065,ST_901
OR#101397,2/4/2021,4,PRD#_10347,4,C_1065,ST_901
OR#101397,2/4/2021,5,PRD#_10061,3,C_1065,ST_901
OR#101398,2/27/2021,1,PRD#_10391,4,C_1015,ST_345
OR#101398,2/27/2021,2,PRD#_10066,5,C_1015,ST_345
OR#101398,2/27/2021,3,PRD#_10126,2,C_1015,ST_345
OR#101398,2/27/2021,4,PRD#_10532,3,C_1015,ST_345
OR#101398,2/27/2021,5,PRD#_10171,1,C_1015,ST_345
OR#101399,2/19/2021,1,PRD#_10723,5,C_1112,ST_234
OR#101399,2/19/2021,2,PRD#_10099,4,C_1112,ST_234
OR#101400,2/27/2021,1,PRD#_10459,1,C_1010,ST_567
OR#101400,2/27/2021,2,PRD#_10051,2,C_1010,ST_567
OR#101401,2/18/2021,1,PRD#_10445,3,C_1106,ST_234
OR#101401,2/18/2021,2,PRD#_10011,1,C_1106,ST_234
OR#101401,2/18/2021,3,PRD#_10662,2,C_1106,ST_234
OR#101402,2/9/2021,1,PRD#_10704,5,C_1065,ST_678
OR#101403,2/25/2021,1,PRD#_10029,4,C_1119,ST_678
OR#101403,2/25/2021,2,PRD#_10845,4,C_1119,ST_678
OR#101404,2/15/2021,1,PRD#_10059,3,C_1080,ST_456
OR#101404,2/15/2021,2,PRD#_10341,5,C_1080,ST_456
OR#101405,2/26/2021,1,PRD#_10426,2,C_1048,ST_456
OR#101405,2/26/2021,2,PRD#_10034,1,C_1048,ST_456
OR#101405,2/26/2021,3,PRD#_10849,1,C_1048,ST_456
OR#101406,2/11/2021,1,PRD#_10612,4,C_1063,ST_678
OR#101406,2/11/2021,2,PRD#_10262,1,C_1063,ST_678
OR#101406,2/11/2021,3,PRD#_10501,4,C_1063,ST_678
OR#101406,2/11/2021,4,PRD#_10772,5,C_1063,ST_678
OR#101407,2/18/2021,1,PRD#_10593,4,C_1005,ST_678
OR#101407,2/18/2021,2,PRD#_10642,2,C_1005,ST_678
OR#101407,2/18/2021,3,PRD#_10130,5,C_1005,ST_678
OR#101408,2/19/2021,1,PRD#_10504,1,C_1043,ST_123
OR#101408,2/19/2021,2,PRD#_10210,5,C_1043,ST_123
OR#101409,2/3/2021,1,PRD#_10099,4,C_1114,ST_789
OR#101409,2/3/2021,2,PRD#_10642,1,C_1114,ST_789
OR#101409,2/3/2021,3,PRD#_10804,2,C_1114,ST_789
OR#101409,2/3/2021,4,PRD#_10266,5,C_1114,ST_789
OR#101409,2/3/2021,5,PRD#_10625,5,C_1114,ST_789
OR#101410,2/25/2021,1,PRD#_10612,2,C_1099,ST_901
OR#101410,2/25/2021,2,PRD#_10778,1,C_1099,ST_901
OR#101411,2/6/2021,1,PRD#_10744,5,C_1030,ST_567
